model_id,provider,model_type,PDCM_DR_v1.0,PDCM_DR_v2.0,PDCM_DR_v2.1,PDCM_DR_v3.0,PDCM_DR_v3.1,PDCM_DR_v4.0,PDCM_DR_v5.0,PDCM_DR_v5.1,PDCM_DR_v5.2,PDCM_DR_v5.3,PDCM_DR_v6.0,PDCM_DR_v6.1,PDCM_DR_v6.2,PDCM_DR_v6.3,PDCM_DR_v6.4,PDCM_DR_v6.5,PDCM_DR_v6.6
cbab-75914-v1,dfci-cpdm,pdx,62.0,62.0,62.0,62.0,56.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0
cbab-76731-v0,dfci-cpdm,pdx,67.0,67.0,67.0,67.0,60.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
cbab-77406-v0,dfci-cpdm,pdx,62.0,62.0,62.0,62.0,56.0,41.0,41.0,41.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
cbab-78364-v0,dfci-cpdm,pdx,62.0,62.0,62.0,62.0,56.0,41.0,41.0,41.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
cbab-79275-v4,dfci-cpdm,pdx,62.0,62.0,62.0,62.0,56.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0
cbab-82229-v2,dfci-cpdm,pdx,56.0,56.0,56.0,56.0,50.0,35.0,35.0,35.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0
cbab-82812-v2,dfci-cpdm,pdx,56.0,56.0,56.0,56.0,50.0,35.0,35.0,35.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0
cbab-83255-v0,dfci-cpdm,pdx,62.0,62.0,62.0,62.0,56.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0
cbab-86372-v1,dfci-cpdm,pdx,67.0,67.0,67.0,67.0,62.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0
cbab-88178-v1,dfci-cpdm,pdx,62.0,62.0,62.0,62.0,56.0,41.0,41.0,41.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
cbab-88779-v1,dfci-cpdm,pdx,56.0,56.0,56.0,56.0,49.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0
cbab-90836-v0,dfci-cpdm,pdx,62.0,62.0,62.0,62.0,56.0,41.0,41.0,41.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
cbab-90977-v1,dfci-cpdm,pdx,56.0,56.0,56.0,56.0,50.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0
cbab-97613-v1,dfci-cpdm,pdx,62.0,62.0,62.0,62.0,56.0,41.0,41.0,41.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
cbab-97626-v1,dfci-cpdm,pdx,56.0,56.0,56.0,56.0,50.0,35.0,35.0,35.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0
cbab-99093-v0,dfci-cpdm,pdx,62.0,62.0,62.0,62.0,56.0,41.0,41.0,41.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
cbab-99150-v0,dfci-cpdm,pdx,54.0,54.0,54.0,54.0,47.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0
cbab-99562-v1,dfci-cpdm,pdx,62.0,62.0,62.0,62.0,56.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0
cbam-44728-v1,dfci-cpdm,pdx,66.0,66.0,66.0,66.0,60.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
cbam-68552-v1,dfci-cpdm,pdx,67.0,67.0,67.0,67.0,62.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0
cbam-87679-v1,dfci-cpdm,pdx,66.0,66.0,66.0,66.0,60.0,45.0,45.0,45.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0
cbam-88150-v0,dfci-cpdm,pdx,54.0,54.0,54.0,54.0,47.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0
cbam-88523-v1,dfci-cpdm,pdx,64.0,64.0,64.0,64.0,58.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0
cbam-96639-v3,dfci-cpdm,pdx,66.0,66.0,66.0,66.0,60.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
cbat-17587-v3,dfci-cpdm,pdx,49.0,49.0,49.0,49.0,43.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0
cbat-27299-v1,dfci-cpdm,pdx,62.0,62.0,62.0,62.0,56.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0
cbat-37614-v1,dfci-cpdm,pdx,64.0,64.0,64.0,64.0,58.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0
cbat-44179-v1,dfci-cpdm,pdx,54.0,54.0,54.0,54.0,47.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0
cbat-50463-v0,dfci-cpdm,pdx,54.0,54.0,54.0,54.0,47.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0
cbat-93917-v1,dfci-cpdm,pdx,64.0,64.0,64.0,64.0,58.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0
cbat-94661-v1,dfci-cpdm,pdx,58.0,58.0,58.0,58.0,50.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0
cbtl-81777-v2,dfci-cpdm,pdx,54.0,54.0,54.0,54.0,47.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0
chla-10,ccc,cell line,,,,,,,,,,,,,,,,,57.0
chla-108,ccc,cell line,,,,,,,,,,,,,,,,,50.0
chla-11,ccc,cell line,,,,,,,,,,,,,,,,,52.0
chla-119,ccc,cell line,,,,,,,,,,,,,,,,,52.0
chla-12,ccc,cell line,,,,,,,,,,,,,,,,,53.0
chla-122,ccc,cell line,,,,,,,,,,,,,,,,,55.0
chla-13,ccc,cell line,,,,,,,,,,,,,,,,,50.0
chla-132,ccc,cell line,,,,,,,,,,,,,,,,,49.0
chla-136,ccc,cell line,,,,,,,,,,,,,,,,,55.0
chla-14,ccc,cell line,,,,,,,,,,,,,,,,,50.0
chla-140,ccc,cell line,,,,,,,,,,,,,,,,,49.0
chla-144,ccc,cell line,,,,,,,,,,,,,,,,,49.0
chla-145,ccc,cell line,,,,,,,,,,,,,,,,,47.0
chla-15,ccc,cell line,,,,,,,,,,,,,,,,,55.0
chla-171,ccc,cell line,,,,,,,,,,,,,,,,,52.0
chla-172,ccc,cell line,,,,,,,,,,,,,,,,,47.0
chla-18,ccc,cell line,,,,,,,,,,,,,,,,,53.0
chla-20,ccc,cell line,,,,,,,,,,,,,,,,,55.0
chla-200,ccc,cell line,,,,,,,,,,,,,,,,,55.0
chla-221,ccc,cell line,,,,,,,,,,,,,,,,,42.0
chla-225,ccc,cell line,,,,,,,,,,,,,,,,,52.0
chla-24,ccc,cell line,,,,,,,,,,,,,,,,,52.0
chla-247,ccc,cell line,,,,,,,,,,,,,,,,,50.0
chla-25,ccc,cell line,,,,,,,,,,,,,,,,,47.0
chla-253,ccc,cell line,,,,,,,,,,,,,,,,,50.0
chla-258,ccc,cell line,,,,,,,,,,,,,,,,,47.0
chla-258,chop,pdx,,,,54.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
chla-258,pivot,pdx,,54.0,54.0,,,,,,,,,,,,,,
chla-258,pptc,pdx,54.0,,,,,,,,,,,,,,,,
chla-259,ccc,cell line,,,,,,,,,,,,,,,,,55.0
chla-29,ccc,cell line,,,,,,,,,,,,,,,,,52.0
chla-30,ccc,cell line,,,,,,,,,,,,,,,,,52.0
chla-32,ccc,cell line,,,,,,,,,,,,,,,,,46.0
chla-42,ccc,cell line,,,,,,,,,,,,,,,,,50.0
chla-44,ccc,cell line,,,,,,,,,,,,,,,,,49.0
chla-52,ccc,cell line,,,,,,,,,,,,,,,,,52.0
chla-53,ccc,cell line,,,,,,,,,,,,,,,,,52.0
chla-60,ccc,cell line,,,,,,,,,,,,,,,,,53.0
chla-61,ccc,cell line,,,,,,,,,,,,,,,,,52.0
chla-78,ccc,cell line,,,,,,,,,,,,,,,,,50.0
chla-79,ccc,cell line,,,,,,,,,,,,,,,,,50.0
chla-79,chop,pdx,,,,58.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0
chla-79,pivot,pdx,,58.0,58.0,,,,,,,,,,,,,,
chla-79,pptc,pdx,58.0,,,,,,,,,,,,,,,,
chla-83,ccc,cell line,,,,,,,,,,,,,,,,,49.0
chla-9,ccc,cell line,,,,,,,,,,,,,,,,,49.0
chla-90,ccc,cell line,,,,,,,,,,,,,,,,,47.0
chla-95,ccc,cell line,,,,,,,,,,,,,,,,,52.0
cm18_nsg_345,irccs-hsm-ge,pdx,,,,,,,,,,,,,,,66.0,66.0,66.0
cn0330-f216,pdmr,pdx,56.0,56.0,54.0,54.0,50.0,50.0,50.0,50.0,50.0,50.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0
cn0375-f725,pdmr,pdx,50.0,50.0,52.0,52.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0
cn0375-f725-pdc,pdmr,cell line,,,30.0,30.0,30.0,30.0,33.0,33.0,36.0,36.0,46.0,46.0,46.0,46.0,46.0,46.0,50.0
cn0375-f725-v1-organoid,pdmr,organoid,,,30.0,30.0,30.0,30.0,33.0,33.0,36.0,36.0,42.0,42.0,42.0,42.0,42.0,42.0,47.0
cog-e-352,ccc,cell line,,,,,,,,,,,,,,,,,49.0
cog-e-670x,ccc,pdx,,,,,,,,,,,,,,,,,33.0
cog-h-630x,ccc,pdx,,,,,,,,,,,,,,,,,37.0
cog-ll-317,ccc,cell line,,,,,,,,,,,,,,,,,46.0
cog-ll-317x,ccc,pdx,,,,,,,,,,,,,,,,,37.0
cog-ll-319,ccc,cell line,,,,,,,,,,,,,,,,,46.0
cog-ll-319x,ccc,pdx,,,,,,,,,,,,,,,,,37.0
cog-ll-329,ccc,cell line,,,,,,,,,,,,,,,,,46.0
cog-ll-329x,ccc,pdx,,,,,,,,,,,,,,,,,37.0
cog-ll-330x,ccc,pdx,,,,,,,,,,,,,,,,,30.0
cog-ll-332,ccc,cell line,,,,,,,,,,,,,,,,,46.0
cog-ll-332x,ccc,pdx,,,,,,,,,,,,,,,,,37.0
cog-ll-343x,ccc,pdx,,,,,,,,,,,,,,,,,30.0
cog-ll-350x,ccc,pdx,,,,,,,,,,,,,,,,,41.0
cog-ll-351x,ccc,pdx,,,,,,,,,,,,,,,,,33.0
cog-ll-355,ccc,cell line,,,,,,,,,,,,,,,,,49.0
cog-ll-377x,ccc,pdx,,,,,,,,,,,,,,,,,30.0
cog-ll-380x,ccc,pdx,,,,,,,,,,,,,,,,,33.0
cog-ll-384h,ccc,cell line,,,,,,,,,,,,,,,,,42.0
cog-ll-402h,ccc,cell line,,,,,,,,,,,,,,,,,49.0
cog-ll-402x,ccc,pdx,,,,,,,,,,,,,,,,,41.0
cog-ll-434h,ccc,cell line,,,,,,,,,,,,,,,,,46.0
cog-ll-436x,ccc,pdx,,,,,,,,,,,,,,,,,37.0
cog-ll-456x,ccc,pdx,,,,,,,,,,,,,,,,,37.0
cog-ll-489x,ccc,pdx,,,,,,,,,,,,,,,,,37.0
cog-ll-492x,ccc,pdx,,,,,,,,,,,,,,,,,37.0
cog-ll-494x,ccc,pdx,,,,,,,,,,,,,,,,,37.0
cog-ll-528h,ccc,cell line,,,,,,,,,,,,,,,,,46.0
cog-ll-528x,ccc,pdx,,,,,,,,,,,,,,,,,37.0
cog-ly-357,ccc,cell line,,,,,,,,,,,,,,,,,46.0
cog-ly-457,ccc,cell line,,,,,,,,,,,,,,,,,49.0
cog-ly-458,ccc,cell line,,,,,,,,,,,,,,,,,49.0
cog-ly-459,ccc,cell line,,,,,,,,,,,,,,,,,49.0
cog-ly-460,ccc,cell line,,,,,,,,,,,,,,,,,49.0
cog-ly-465x,ccc,pdx,,,,,,,,,,,,,,,,,39.0
cog-ml-428x,ccc,pdx,,,,,,,,,,,,,,,,,37.0
cog-n-261,ccc,cell line,,,,,,,,,,,,,,,,,46.0
cog-n-265,ccc,cell line,,,,,,,,,,,,,,,,,46.0
cog-n-269,ccc,cell line,,,,,,,,,,,,,,,,,46.0
cog-n-278,ccc,cell line,,,,,,,,,,,,,,,,,46.0
cog-n-283,ccc,cell line,,,,,,,,,,,,,,,,,46.0
cog-n-289,ccc,cell line,,,,,,,,,,,,,,,,,46.0
cog-n-294,ccc,cell line,,,,,,,,,,,,,,,,,46.0
cog-n-295,ccc,cell line,,,,,,,,,,,,,,,,,46.0
cog-n-297,ccc,cell line,,,,,,,,,,,,,,,,,46.0
cog-n-298,ccc,cell line,,,,,,,,,,,,,,,,,46.0
cog-n-299,ccc,cell line,,,,,,,,,,,,,,,,,46.0
cog-n-303,ccc,cell line,,,,,,,,,,,,,,,,,46.0
cog-n-305,ccc,cell line,,,,,,,,,,,,,,,,,46.0
cog-n-316,ccc,cell line,,,,,,,,,,,,,,,,,46.0
cog-n-318,ccc,cell line,,,,,,,,,,,,,,,,,46.0
cog-n-321,ccc,cell line,,,,,,,,,,,,,,,,,46.0
cog-n-323,ccc,cell line,,,,,,,,,,,,,,,,,46.0
cog-n-324,ccc,cell line,,,,,,,,,,,,,,,,,50.0
cog-n-327,ccc,cell line,,,,,,,,,,,,,,,,,50.0
cog-n-328h,ccc,cell line,,,,,,,,,,,,,,,,,50.0
cog-n-334,ccc,cell line,,,,,,,,,,,,,,,,,50.0
cog-n-346,ccc,cell line,,,,,,,,,,,,,,,,,50.0
cog-n-347,ccc,cell line,,,,,,,,,,,,,,,,,50.0
cog-n-349,ccc,cell line,,,,,,,,,,,,,,,,,50.0
cog-n-354,ccc,cell line,,,,,,,,,,,,,,,,,50.0
cog-n-367,ccc,cell line,,,,,,,,,,,,,,,,,50.0
cog-n-372,ccc,cell line,,,,,,,,,,,,,,,,,50.0
cog-n-373,ccc,cell line,,,,,,,,,,,,,,,,,50.0
cog-n-387h,ccc,cell line,,,,,,,,,,,,,,,,,50.0
cog-n-399,ccc,cell line,,,,,,,,,,,,,,,,,50.0
cog-n-415,ccc,cell line,,,,,,,,,,,,,,,,,47.0
cog-n-415x,ccc,pdx,,,,,,,,,,,,,,,,,35.0
cog-n-415x,chop,pdx,,,,66.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0
cog-n-415x,pivot,pdx,,66.0,66.0,,,,,,,,,,,,,,
cog-n-415x,pptc,pdx,66.0,,,,,,,,,,,,,,,,
cog-n-421,ccc,cell line,,,,,,,,,,,,,,,,,49.0
cog-n-421x,chop,pdx,,,,66.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0
cog-n-421x,pivot,pdx,,66.0,66.0,,,,,,,,,,,,,,
cog-n-421x,pptc,pdx,66.0,,,,,,,,,,,,,,,,
cog-n-424x,chop,pdx,,,,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0
cog-n-424x,pivot,pdx,,64.0,64.0,,,,,,,,,,,,,,
cog-n-424x,pptc,pdx,64.0,,,,,,,,,,,,,,,,
cog-n-426x-felix-pdx,chop,pdx,,,,62.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
cog-n-426x-felix-pdx,pivot,pdx,,62.0,62.0,,,,,,,,,,,,,,
cog-n-426x-felix-pdx,pptc,pdx,62.0,,,,,,,,,,,,,,,,
cog-n-440,ccc,cell line,,,,,,,,,,,,,,,,,49.0
cog-n-440x,chop,pdx,,,,66.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0
cog-n-440x,pivot,pdx,,66.0,66.0,,,,,,,,,,,,,,
cog-n-440x,pptc,pdx,66.0,,,,,,,,,,,,,,,,
cog-n-442h,ccc,cell line,,,,,,,,,,,,,,,,,49.0
cog-n-443h,ccc,cell line,,,,,,,,,,,,,,,,,49.0
cog-n-452,ccc,cell line,,,,,,,,,,,,,,,,,49.0
cog-n-452x,chop,pdx,,,,66.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0
cog-n-452x,pivot,pdx,,66.0,66.0,,,,,,,,,,,,,,
cog-n-452x,pptc,pdx,66.0,,,,,,,,,,,,,,,,
cog-n-453,ccc,cell line,,,,,,,,,,,,,,,,,49.0
cog-n-453x,chop,pdx,,,,66.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0
cog-n-453x,pivot,pdx,,66.0,66.0,,,,,,,,,,,,,,
cog-n-453x,pptc,pdx,66.0,,,,,,,,,,,,,,,,
cog-n-470,ccc,cell line,,,,,,,,,,,,,,,,,49.0
cog-n-471x,chop,pdx,,,,66.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0
cog-n-471x,pivot,pdx,,66.0,66.0,,,,,,,,,,,,,,
cog-n-471x,pptc,pdx,66.0,,,,,,,,,,,,,,,,
cog-n-480h2,ccc,cell line,,,,,,,,,,,,,,,,,49.0
cog-n-480x,chop,pdx,,,,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0
cog-n-480x,pivot,pdx,,66.0,66.0,,,,,,,,,,,,,,
cog-n-480x,pptc,pdx,66.0,,,,,,,,,,,,,,,,
cog-n-496,ccc,cell line,,,,,,,,,,,,,,,,,46.0
cog-n-496x,ccc,pdx,,,,,,,,,,,,,,,,,35.0
cog-n-496x,chop,pdx,,,,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
cog-n-496x,pivot,pdx,,62.0,62.0,,,,,,,,,,,,,,
cog-n-496x,pptc,pdx,62.0,,,,,,,,,,,,,,,,
cog-n-512,ccc,cell line,,,,,,,,,,,,,,,,,52.0
cog-n-513,ccc,cell line,,,,,,,,,,,,,,,,,52.0
cog-n-515,ccc,cell line,,,,,,,,,,,,,,,,,52.0
cog-n-518,ccc,cell line,,,,,,,,,,,,,,,,,44.0
cog-n-518x,ccc,pdx,,,,,,,,,,,,,,,,,35.0
cog-n-519,ccc,cell line,,,,,,,,,,,,,,,,,52.0
cog-n-519x,ccc,pdx,,,,,,,,,,,,,,,,,35.0
cog-n-519x,chop,pdx,,,,66.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0
cog-n-519x,pivot,pdx,,66.0,66.0,,,,,,,,,,,,,,
cog-n-519x,pptc,pdx,66.0,,,,,,,,,,,,,,,,
cog-n-529,ccc,cell line,,,,,,,,,,,,,,,,,52.0
cog-n-534,ccc,cell line,,,,,,,,,,,,,,,,,49.0
cog-n-536h,ccc,cell line,,,,,,,,,,,,,,,,,49.0
cog-n-546x,ccc,pdx,,,,,,,,,,,,,,,,,39.0
cog-n-549,ccc,cell line,,,,,,,,,,,,,,,,,52.0
cog-n-549x,ccc,pdx,,,,,,,,,,,,,,,,,39.0
cog-n-549x,chop,pdx,,,,64.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
cog-n-549x,pivot,pdx,,64.0,64.0,,,,,,,,,,,,,,
cog-n-549x,pptc,pdx,64.0,,,,,,,,,,,,,,,,
cog-n-557,ccc,cell line,,,,,,,,,,,,,,,,,52.0
cog-n-557x,ccc,pdx,,,,,,,,,,,,,,,,,39.0
cog-n-557x,chop,pdx,,,,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0
cog-n-557x,pivot,pdx,,64.0,64.0,,,,,,,,,,,,,,
cog-n-557x,pptc,pdx,64.0,,,,,,,,,,,,,,,,
cog-n-560x,ccc,pdx,,,,,,,,,,,,,,,,,39.0
cog-n-560x,chop,pdx,,,,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0
cog-n-560x,pivot,pdx,,64.0,64.0,,,,,,,,,,,,,,
cog-n-560x,pptc,pdx,64.0,,,,,,,,,,,,,,,,
cog-n-561,ccc,cell line,,,,,,,,,,,,,,,,,52.0
cog-n-561x,ccc,pdx,,,,,,,,,,,,,,,,,35.0
cog-n-561x,chop,pdx,,,,66.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0
cog-n-561x,pivot,pdx,,66.0,66.0,,,,,,,,,,,,,,
cog-n-561x,pptc,pdx,66.0,,,,,,,,,,,,,,,,
cog-n-562,ccc,cell line,,,,,,,,,,,,,,,,,49.0
cog-n-564h,ccc,cell line,,,,,,,,,,,,,,,,,46.0
cog-n-564x,chop,pdx,,,,62.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
cog-n-564x,pivot,pdx,,62.0,62.0,,,,,,,,,,,,,,
cog-n-564x,pptc,pdx,62.0,,,,,,,,,,,,,,,,
cog-n-569,ccc,cell line,,,,,,,,,,,,,,,,,49.0
cog-n-571,ccc,cell line,,,,,,,,,,,,,,,,,52.0
cog-n-573,ccc,cell line,,,,,,,,,,,,,,,,,55.0
cog-n-573_5-12,ccc,cell line,,,,,,,,,,,,,,,,,52.0
cog-n-573x,ccc,pdx,,,,,,,,,,,,,,,,,43.0
cog-n-574,ccc,cell line,,,,,,,,,,,,,,,,,53.0
cog-n-575,ccc,cell line,,,,,,,,,,,,,,,,,53.0
cog-n-576h2,ccc,cell line,,,,,,,,,,,,,,,,,57.0
cog-n-577,ccc,cell line,,,,,,,,,,,,,,,,,50.0
cog-n-578,ccc,cell line,,,,,,,,,,,,,,,,,50.0
cog-n-579,ccc,cell line,,,,,,,,,,,,,,,,,47.0
cog-n-579h,ccc,cell line,,,,,,,,,,,,,,,,,47.0
cog-n-579x,ccc,pdx,,,,,,,,,,,,,,,,,35.0
cog-n-581h,ccc,cell line,,,,,,,,,,,,,,,,,47.0
cog-n-582h,ccc,cell line,,,,,,,,,,,,,,,,,47.0
cog-n-585,ccc,cell line,,,,,,,,,,,,,,,,,50.0
cog-n-586,ccc,cell line,,,,,,,,,,,,,,,,,50.0
cog-n-587,ccc,cell line,,,,,,,,,,,,,,,,,50.0
cog-n-589x,ccc,pdx,,,,,,,,,,,,,,,,,35.0
cog-n-589x,chop,pdx,,,,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0
cog-n-589x,pivot,pdx,,64.0,64.0,,,,,,,,,,,,,,
cog-n-589x,pptc,pdx,64.0,,,,,,,,,,,,,,,,
cog-n-590,ccc,cell line,,,,,,,,,,,,,,,,,49.0
cog-n-590x,ccc,pdx,,,,,,,,,,,,,,,,,32.0
cog-n-590x,chop,pdx,,,,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0
cog-n-590x,pivot,pdx,,64.0,64.0,,,,,,,,,,,,,,
cog-n-590x,pptc,pdx,64.0,,,,,,,,,,,,,,,,
cog-n-591,ccc,cell line,,,,,,,,,,,,,,,,,50.0
cog-n-592,ccc,cell line,,,,,,,,,,,,,,,,,50.0
cog-n-596h,ccc,cell line,,,,,,,,,,,,,,,,,47.0
cog-n-597h,ccc,cell line,,,,,,,,,,,,,,,,,47.0
cog-n-598h,ccc,cell line,,,,,,,,,,,,,,,,,47.0
cog-n-599,ccc,cell line,,,,,,,,,,,,,,,,,50.0
cog-n-600,ccc,cell line,,,,,,,,,,,,,,,,,47.0
cog-n-601h,ccc,cell line,,,,,,,,,,,,,,,,,47.0
cog-n-602,ccc,cell line,,,,,,,,,,,,,,,,,50.0
cog-n-603,ccc,cell line,,,,,,,,,,,,,,,,,50.0
cog-n-603x,ccc,pdx,,,,,,,,,,,,,,,,,35.0
cog-n-603x,chop,pdx,,,,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0
cog-n-603x,pivot,pdx,,64.0,64.0,,,,,,,,,,,,,,
cog-n-603x,pptc,pdx,64.0,,,,,,,,,,,,,,,,
cog-n-614,ccc,cell line,,,,,,,,,,,,,,,,,52.0
cog-n-615,ccc,cell line,,,,,,,,,,,,,,,,,44.0
cog-n-616h,ccc,cell line,,,,,,,,,,,,,,,,,49.0
cog-n-617h,ccc,cell line,,,,,,,,,,,,,,,,,49.0
cog-n-618,ccc,cell line,,,,,,,,,,,,,,,,,55.0
cog-n-618x,ccc,pdx,,,,,,,,,,,,,,,,,39.0
cog-n-618x,chop,pdx,,,,66.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0
cog-n-618x,pivot,pdx,,66.0,66.0,,,,,,,,,,,,,,
cog-n-618x,pptc,pdx,66.0,,,,,,,,,,,,,,,,
cog-n-619,ccc,cell line,,,,,,,,,,,,,,,,,55.0
cog-n-619x,ccc,pdx,,,,,,,,,,,,,,,,,39.0
cog-n-619x,chop,pdx,,,,66.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0
cog-n-619x,pivot,pdx,,66.0,66.0,,,,,,,,,,,,,,
cog-n-619x,pptc,pdx,66.0,,,,,,,,,,,,,,,,
cog-n-620x,ccc,pdx,,,,,,,,,,,,,,,,,39.0
cog-n-620x,chop,pdx,,,,64.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
cog-n-620x,pivot,pdx,,64.0,64.0,,,,,,,,,,,,,,
cog-n-620x,pptc,pdx,64.0,,,,,,,,,,,,,,,,
cog-n-621h,ccc,cell line,,,,,,,,,,,,,,,,,49.0
cog-n-623,ccc,cell line,,,,,,,,,,,,,,,,,58.0
cog-n-623x,ccc,pdx,,,,,,,,,,,,,,,,,41.0
cog-n-623x,chop,pdx,,,,64.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
cog-n-623x,pivot,pdx,,64.0,64.0,,,,,,,,,,,,,,
cog-n-623x,pptc,pdx,64.0,,,,,,,,,,,,,,,,
cog-n-624x,ccc,pdx,,,,,,,,,,,,,,,,,35.0
cog-n-624x,chop,pdx,,,,64.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
cog-n-624x,pivot,pdx,,64.0,64.0,,,,,,,,,,,,,,
cog-n-624x,pptc,pdx,64.0,,,,,,,,,,,,,,,,
cog-n-625x,ccc,pdx,,,,,,,,,,,,,,,,,35.0
